                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     30,                 2.0266,                 1.5609,                 1.9359,                0.60095,                0.25253,                0.30356,                0.13919,                 2.0066,                 1.5665,                 2.0934,              0.0012922,              0.0012922,              0.0012922
                     31,                 1.9738,                 1.5342,                 1.8828,                0.60942,                0.33068,                0.29617,                0.13559,                 1.9907,                 1.6355,                 2.0956,              0.0012875,              0.0012875,              0.0012875
                     32,                 1.9946,                 1.4552,                 1.8827,                0.61149,                0.25775,                0.30041,                0.13645,                 1.9917,                 1.5587,                 2.0753,              0.0012828,              0.0012828,              0.0012828
                     33,                 1.9508,                 1.4839,                 1.8338,                0.65067,                 0.2994,                0.30077,                0.13608,                 1.9794,                  1.551,                 2.0713,              0.0012781,              0.0012781,              0.0012781
                     34,                  1.917,                 1.4553,                 1.8719,                0.67662,                0.28542,                0.31021,                0.14195,                 1.9827,                 1.5531,                  2.111,              0.0012734,              0.0012734,              0.0012734
                     35,                 1.9088,                 1.4407,                 1.8498,                0.81856,                0.30062,                0.29339,                 0.1333,                 1.9838,                 1.5067,                 2.0787,              0.0012687,              0.0012687,              0.0012687
                     36,                 1.9128,                 1.4246,                 1.8262,                0.44979,                0.32387,                0.32469,                0.14694,                 1.9993,                 1.5112,                 2.0728,               0.001264,               0.001264,               0.001264
                     37,                 1.9847,                 1.4041,                 1.8801,                0.75828,                0.29044,                0.31633,                0.14501,                 2.0008,                 1.5504,                 2.0721,              0.0012592,              0.0012592,              0.0012592
                     38,                 1.9294,                 1.4163,                 1.8429,                0.34105,                0.34082,                 0.3355,                0.15072,                 1.9489,                 1.4863,                 2.0242,              0.0012545,              0.0012545,              0.0012545
                     39,                 1.8626,                 1.3796,                 1.7849,                0.31678,                0.33048,                0.32686,                0.14565,                 1.9948,                 1.5017,                  2.081,              0.0012498,              0.0012498,              0.0012498
                     40,                 1.9109,                 1.3602,                 1.7902,                0.59744,                0.26357,                  0.328,                0.14194,                  2.047,                 1.4851,                 2.1244,              0.0012451,              0.0012451,              0.0012451
                     41,                 1.9244,                 1.4697,                 1.8572,                0.38811,                0.36841,                0.36608,                0.16238,                 1.9842,                 1.4333,                  2.033,              0.0012404,              0.0012404,              0.0012404
                     42,                 1.8764,                 1.3639,                 1.8039,                0.95107,                0.26938,                 0.3261,                0.14438,                 2.0297,                 1.4202,                 2.0782,              0.0012357,              0.0012357,              0.0012357
                     43,                 1.8833,                 1.3827,                 1.8253,                 0.6438,                0.33501,                0.32708,                0.15502,                 1.9768,                  1.408,                 2.0256,              0.0012309,              0.0012309,              0.0012309
                     44,                 1.8682,                 1.3589,                 1.7997,                0.41747,                0.30837,                0.32379,                0.14782,                 1.9794,                 1.3805,                 2.0449,              0.0012262,              0.0012262,              0.0012262
                     45,                 1.8474,                 1.2949,                 1.7565,                0.37086,                0.35317,                0.33851,                0.15004,                 1.9632,                 1.4164,                 2.0201,              0.0012215,              0.0012215,              0.0012215
                     46,                 1.8669,                 1.3388,                 1.7897,                0.28235,                0.37293,                0.33892,                0.15118,                 1.9835,                 1.3721,                 2.0427,              0.0012168,              0.0012168,              0.0012168
                     47,                 1.8753,                   1.33,                 1.7609,                0.40599,                0.34542,                0.34819,                  0.153,                 1.9878,                 1.3578,                 2.0499,              0.0012121,              0.0012121,              0.0012121
                     48,                  1.813,                 1.2242,                 1.7156,                0.64669,                0.36309,                0.34937,                0.15088,                 1.9995,                 1.3559,                 2.0564,              0.0012074,              0.0012074,              0.0012074
                     49,                  1.856,                 1.2264,                 1.7413,                0.67308,                0.32783,                0.34465,                  0.154,                  1.931,                 1.3414,                 2.0034,              0.0012026,              0.0012026,              0.0012026
                     50,                 1.8632,                 1.3119,                 1.8128,                 0.3196,                0.34348,                0.34013,                0.15741,                 1.9349,                 1.4811,                 1.9945,              0.0011979,              0.0011979,              0.0011979
                     51,                 1.8538,                 1.2693,                  1.758,                 0.3072,                0.36605,                 0.3432,                0.14666,                 1.9597,                 1.4304,                 2.0255,              0.0011932,              0.0011932,              0.0011932
                     52,                  1.832,                 1.2408,                 1.7304,                0.30035,                0.40086,                0.35683,                0.16223,                  1.893,                 1.4156,                 1.9768,              0.0011885,              0.0011885,              0.0011885
                     53,                 1.8381,                 1.2792,                 1.7855,                0.35358,                0.32387,                0.31385,                0.13786,                 1.9595,                 1.5143,                 2.0226,              0.0011838,              0.0011838,              0.0011838
                     54,                 1.8274,                 1.2804,                 1.7376,                 0.3338,                 0.3396,                0.33126,                0.14939,                 1.9216,                 1.4306,                 2.0113,              0.0011791,              0.0011791,              0.0011791
                     55,                  1.819,                 1.2738,                   1.72,                0.33521,                0.33596,                0.33794,                0.16006,                 1.9042,                 1.4345,                 1.9725,              0.0011744,              0.0011744,              0.0011744
                     56,                 1.8083,                 1.2792,                 1.7636,                0.38025,                0.36237,                0.35539,                0.15432,                 2.0113,                 1.3571,                 2.0371,              0.0011696,              0.0011696,              0.0011696
                     57,                 1.8413,                 1.2702,                 1.7664,                0.67863,                0.37156,                0.36455,                0.16928,                  1.957,                 1.3204,                 2.0205,              0.0011649,              0.0011649,              0.0011649
                     58,                 1.7798,                 1.2089,                 1.6839,                0.28843,                0.36164,                 0.3343,                 0.1575,                 1.9019,                 1.3713,                 1.9531,              0.0011602,              0.0011602,              0.0011602
                     59,                 1.7734,                 1.1974,                 1.6717,                0.31926,                0.36624,                 0.3434,                0.15638,                 1.8948,                 1.3254,                 1.9425,              0.0011555,              0.0011555,              0.0011555
                     60,                 1.7911,                 1.1941,                 1.7131,                0.32777,                0.34663,                0.35396,                0.17101,                 1.8576,                 1.2893,                 1.9278,              0.0011508,              0.0011508,              0.0011508
                     61,                 1.7384,                 1.2043,                 1.6913,                0.36544,                0.34929,                0.34405,                 0.1617,                 1.8945,                 1.2991,                  1.955,              0.0011461,              0.0011461,              0.0011461
                     62,                 1.7352,                 1.1976,                  1.707,                0.43946,                0.31238,                0.36121,                0.17163,                 1.9511,                 1.2954,                 2.0129,              0.0011413,              0.0011413,              0.0011413
                     63,                 1.7789,                 1.2002,                 1.7236,                0.36861,                0.39333,                0.38506,                0.17527,                 1.9572,                 1.3147,                 1.9907,              0.0011366,              0.0011366,              0.0011366
                     64,                 1.7969,                 1.1815,                  1.713,                0.41212,                0.34484,                0.36181,                0.15897,                  1.949,                 1.3164,                 2.0103,              0.0011319,              0.0011319,              0.0011319
                     65,                 1.8414,                 1.1976,                 1.7733,                0.32154,                0.38003,                0.35418,                0.16333,                 1.9578,                 1.2931,                 2.0171,              0.0011272,              0.0011272,              0.0011272
                     66,                 1.7121,                 1.1573,                 1.6822,                0.40982,                0.36426,                0.36705,                0.16333,                 1.9508,                 1.2859,                 1.9946,              0.0011225,              0.0011225,              0.0011225
                     67,                 1.7122,                 1.1555,                 1.6435,                0.39666,                 0.3781,                0.38293,                0.18238,                 1.8578,                 1.2416,                 1.9453,              0.0011178,              0.0011178,              0.0011178
                     68,                 1.7416,                   1.17,                 1.6788,                0.39459,                 0.3401,                0.35608,                0.16629,                 1.8955,                 1.2461,                 1.9764,               0.001113,               0.001113,               0.001113
                     69,                 1.7048,                 1.1421,                 1.6938,                0.36401,                0.38003,                0.38162,                0.16764,                 1.9356,                 1.2682,                 1.9869,              0.0011083,              0.0011083,              0.0011083
                     70,                 1.7409,                 1.1928,                  1.675,                0.38283,                0.40721,                0.38597,                0.17295,                 1.9302,                 1.2422,                 1.9783,              0.0011036,              0.0011036,              0.0011036
                     71,                 1.7568,                 1.1179,                 1.6594,                0.30521,                0.39015,                0.35026,                 0.1604,                 1.9089,                  1.285,                 1.9517,              0.0010989,              0.0010989,              0.0010989
                     72,                 1.7522,                 1.1678,                 1.6839,                0.34286,                 0.4028,                0.37941,                0.17398,                 1.9162,                 1.2723,                 1.9746,              0.0010942,              0.0010942,              0.0010942
                     73,                 1.7397,                 1.1251,                 1.6998,                0.35827,                0.40036,                0.38351,                0.17809,                 1.9491,                 1.3488,                 2.0216,              0.0010895,              0.0010895,              0.0010895
                     74,                 1.7787,                  1.146,                 1.6876,                0.39644,                0.35849,                0.35323,                0.16006,                 1.8888,                 1.2882,                 1.9669,              0.0010848,              0.0010848,              0.0010848
                     75,                 1.7142,                 1.1025,                 1.6652,                0.33089,                0.39841,                0.39573,                0.18581,                 1.8762,                 1.1866,                 1.9519,                0.00108,                0.00108,                0.00108
                     76,                 1.7279,                 1.1284,                 1.6581,                0.34242,                0.38125,                 0.3635,                0.17655,                 1.8461,                 1.1985,                 1.9344,              0.0010753,              0.0010753,              0.0010753
                     77,                 1.6874,                  1.127,                 1.6865,                0.36051,                 0.4008,                0.39479,                0.18785,                 1.8469,                 1.1674,                 1.9292,              0.0010706,              0.0010706,              0.0010706
                     78,                 1.6984,                 1.0735,                 1.6596,                0.35925,                0.36186,                 0.3681,                0.17514,                 1.8533,                 1.1898,                 1.9215,              0.0010659,              0.0010659,              0.0010659
                     79,                 1.6928,                 1.1005,                 1.6356,                0.35658,                0.37035,                0.36451,                0.17768,                 1.8274,                 1.2079,                 1.9336,              0.0010612,              0.0010612,              0.0010612
                     80,                 1.6523,                 1.0621,                 1.6974,                0.34353,                0.42894,                0.42066,                0.19745,                 1.8333,                 1.1124,                 1.9363,              0.0010565,              0.0010565,              0.0010565
                     81,                 1.7182,                 1.1083,                  1.646,                0.49084,                0.38473,                0.39843,                0.18256,                 1.8548,                 1.1918,                 1.9324,              0.0010517,              0.0010517,              0.0010517
                     82,                 1.6723,                 1.0675,                 1.6454,                0.41541,                0.39238,                0.39298,                0.17829,                  1.898,                 1.1948,                 1.9734,               0.001047,               0.001047,               0.001047
                     83,                 1.7041,                 1.0807,                 1.6287,                0.38537,                0.38869,                0.39302,                0.18602,                 1.8707,                  1.169,                 1.9584,              0.0010423,              0.0010423,              0.0010423
                     84,                 1.6988,                 1.0963,                 1.6138,                0.74646,                 0.3805,                0.45917,                0.19793,                 1.8655,                  1.237,                 1.9236,              0.0010376,              0.0010376,              0.0010376
                     85,                 1.6901,                 1.1055,                 1.6791,                0.75149,                0.41607,                0.41582,                0.19355,                 1.8705,                 1.1294,                 1.9465,              0.0010329,              0.0010329,              0.0010329
                     86,                 1.6742,                 1.0957,                 1.6473,                0.68549,                0.41005,                 0.3979,                0.17982,                 1.9047,                 1.1439,                 1.9455,              0.0010282,              0.0010282,              0.0010282
                     87,                 1.6696,                 1.0921,                 1.6864,                0.70416,                0.40202,                  0.383,                0.17899,                 1.8572,                 1.1844,                 1.9358,              0.0010234,              0.0010234,              0.0010234
                     88,                 1.6403,                 1.0309,                 1.6013,                0.39231,                0.41853,                0.39046,                  0.175,                 1.8875,                 1.1795,                 1.9664,              0.0010187,              0.0010187,              0.0010187
                     89,                 1.6786,                 1.0446,                 1.6585,                0.68269,                 0.4362,                0.39292,                0.18126,                  1.876,                 1.1786,                 1.9321,               0.001014,               0.001014,               0.001014
                     90,                 1.6608,                 1.0345,                 1.6354,                 0.4192,                0.40086,                0.40548,                0.18215,                  1.866,                 1.1757,                 1.9358,              0.0010093,              0.0010093,              0.0010093
                     91,                 1.6482,                 1.0904,                 1.6275,                0.41896,                0.41716,                0.41432,                0.19613,                 1.8562,                 1.1133,                 1.9187,              0.0010046,              0.0010046,              0.0010046
                     92,                 1.6211,                 1.0588,                 1.6347,                0.71659,                0.39626,                0.39382,                0.19119,                 1.7951,                  1.154,                 1.8858,             0.00099987,             0.00099987,             0.00099987
                     93,                 1.6327,                 1.0568,                 1.6458,                0.81999,                 0.4092,                0.44033,                0.20488,                  1.811,                  1.082,                 1.8929,             0.00099516,             0.00099516,             0.00099516
                     94,                 1.6045,                 1.0154,                 1.5711,                0.51233,                0.37978,                0.44479,                0.19852,                  1.906,                 1.1202,                 1.9647,             0.00099044,             0.00099044,             0.00099044
                     95,                   1.66,                 1.0148,                 1.5748,                0.75998,                0.41853,                0.42672,                0.19616,                 1.8896,                 1.1303,                 1.9483,             0.00098572,             0.00098572,             0.00098572
                     96,                 1.6168,                0.97623,                  1.563,                 0.7173,                0.39892,                0.41524,                0.19494,                 1.8615,                 1.1338,                 1.9148,             0.00098101,             0.00098101,             0.00098101
                     97,                 1.6404,                 1.0124,                 1.5907,                0.72431,                0.44855,                0.43274,                0.20183,                 1.8607,                 1.1068,                 1.9266,             0.00097629,             0.00097629,             0.00097629
                     98,                 1.5944,                0.97627,                 1.5547,                0.72887,                0.41199,                0.44115,                0.20194,                  1.834,                 1.1252,                 1.9169,             0.00097158,             0.00097158,             0.00097158
                     99,                 1.5927,                0.98678,                 1.5787,                0.75656,                0.37688,                0.39882,                0.19286,                 1.8493,                 1.1001,                 1.9142,             0.00096686,             0.00096686,             0.00096686
                    100,                 1.5914,                 1.0049,                 1.5964,                0.71755,                0.42493,                0.49696,                0.21753,                 1.8485,                 1.0877,                 1.9203,             0.00096215,             0.00096215,             0.00096215
                    101,                 1.5966,                 1.0145,                 1.5933,                0.73761,                0.45459,                0.48588,                0.21212,                 1.8488,                 1.0815,                 1.9306,             0.00095743,             0.00095743,             0.00095743
                    102,                 1.6269,                 1.0217,                 1.6298,                 0.7262,                 0.4161,                0.43435,                0.19167,                 1.8679,                   1.15,                 1.9299,             0.00095271,             0.00095271,             0.00095271
                    103,                 1.5921,                0.98404,                  1.555,                0.69622,                0.43377,                0.41116,                0.18552,                 1.8982,                 1.2224,                 1.9774,               0.000948,               0.000948,               0.000948
                    104,                 1.6206,                 1.0262,                 1.6825,                0.77443,                0.38175,                0.41973,                0.19512,                 1.8599,                 1.1662,                 1.9493,             0.00094328,             0.00094328,             0.00094328
                    105,                 1.6431,                 1.0277,                 1.6161,                0.70774,                0.41793,                0.42639,                0.19014,                 1.8403,                 1.1784,                 1.9146,             0.00093857,             0.00093857,             0.00093857
                    106,                  1.642,                0.97059,                 1.5828,                0.73037,                0.44739,                0.43456,                 0.1868,                 1.9248,                  1.298,                 1.9798,             0.00093385,             0.00093385,             0.00093385
                    107,                 1.6325,                 1.0035,                 1.6187,                0.74249,                0.44575,                0.45197,                0.20361,                 1.8833,                 1.1352,                 1.9306,             0.00092914,             0.00092914,             0.00092914
                    108,                  1.605,                0.97884,                  1.614,                0.79724,                0.38134,                0.43359,                0.19432,                 1.8805,                 1.0771,                 1.9533,             0.00092442,             0.00092442,             0.00092442
                    109,                 1.5649,                0.94829,                 1.5768,                 0.7302,                0.43886,                 0.4561,                0.20505,                 1.8628,                 1.0646,                 1.9209,              0.0009197,              0.0009197,              0.0009197
                    110,                 1.5903,                0.96656,                  1.611,                0.73918,                0.44364,                0.43377,                0.18939,                 1.8606,                 1.0679,                 1.9336,             0.00091499,             0.00091499,             0.00091499
                    111,                 1.6077,                0.94818,                  1.569,                 0.8706,                0.39561,                0.47796,                0.20878,                 1.8631,                 1.0573,                 1.9485,             0.00091027,             0.00091027,             0.00091027
                    112,                 1.5131,                0.93033,                 1.5426,                0.80577,                0.41467,                 0.4471,                0.20988,                 1.8314,                 1.1015,                 1.9156,             0.00090556,             0.00090556,             0.00090556
                    113,                 1.5567,                0.93618,                 1.5399,                0.90107,                0.37373,                0.44828,                0.20798,                 1.8336,                 1.0923,                  1.916,             0.00090084,             0.00090084,             0.00090084
                    114,                 1.5467,                0.94538,                 1.5628,                0.81618,                0.37839,                0.44324,                0.20707,                 1.8436,                 1.1617,                 1.9482,             0.00089613,             0.00089613,             0.00089613
                    115,                 1.6055,                 0.9545,                 1.5866,                0.77717,                0.44683,                0.46525,                0.20527,                 1.8772,                 1.0947,                 1.9484,             0.00089141,             0.00089141,             0.00089141
                    116,                 1.5456,                0.93141,                 1.5584,                0.76941,                0.41334,                0.43328,                0.19109,                 1.8693,                 1.1187,                 1.9311,             0.00088669,             0.00088669,             0.00088669
                    117,                 1.5591,                0.93277,                 1.5713,                 0.7787,                0.41048,                0.43171,                0.20025,                 1.8435,                 1.1154,                 1.9019,             0.00088198,             0.00088198,             0.00088198
                    118,                 1.5633,                0.92526,                 1.5435,                0.78595,                0.41905,                0.45139,                0.20836,                 1.8328,                 1.1056,                 1.9348,             0.00087726,             0.00087726,             0.00087726
                    119,                 1.5285,                0.94407,                 1.5519,                 0.8606,                0.40113,                0.45725,                0.20716,                 1.8195,                 1.0347,                  1.916,             0.00087255,             0.00087255,             0.00087255
                    120,                 1.5594,                0.92895,                 1.5253,                0.81228,                0.39464,                0.44194,                0.19873,                 1.8696,                 1.0836,                 1.9193,             0.00086783,             0.00086783,             0.00086783
                    121,                 1.5513,                0.93897,                 1.5689,                0.75087,                0.42724,                0.42346,                0.19069,                 1.8847,                 1.1036,                 1.9503,             0.00086312,             0.00086312,             0.00086312
                    122,                 1.5298,                 0.9096,                 1.5265,                0.80781,                 0.3822,                0.44034,                0.21111,                 1.8057,                 1.0389,                 1.9092,              0.0008584,              0.0008584,              0.0008584
                    123,                 1.5497,                 0.9226,                 1.6027,                0.85949,                0.39067,                0.45506,                0.21661,                 1.8311,                 1.0507,                 1.9114,             0.00085368,             0.00085368,             0.00085368
                    124,                  1.526,                0.90929,                 1.5604,                0.76617,                0.43426,                0.46877,                0.21251,                 1.8512,                 1.0918,                 1.9349,             0.00084897,             0.00084897,             0.00084897
                    125,                 1.5653,                0.93859,                 1.5492,                0.77924,                0.44655,                0.49749,                 0.2301,                  1.835,                 1.0531,                 1.9079,             0.00084425,             0.00084425,             0.00084425
                    126,                 1.5235,                0.90846,                 1.5263,                0.81868,                 0.4316,                 0.4848,                0.23137,                  1.791,                 1.0838,                  1.888,             0.00083954,             0.00083954,             0.00083954
                    127,                 1.5081,                0.90617,                 1.5174,                0.76588,                0.42917,                0.51881,                0.24541,                 1.8369,                 1.1226,                   1.93,             0.00083482,             0.00083482,             0.00083482
                    128,                 1.5326,                0.92372,                 1.5435,                0.81622,                0.37857,                0.43757,                0.19139,                 1.9577,                 1.1119,                 2.0417,             0.00083011,             0.00083011,             0.00083011
                    129,                  1.531,                0.89191,                 1.5224,                0.72828,                0.42966,                0.42276,                0.18351,                 1.9173,                 1.1255,                 1.9897,             0.00082539,             0.00082539,             0.00082539
                    130,                 1.5334,                0.89148,                 1.5278,                 0.8095,                0.42917,                0.47232,                0.20737,                 1.8414,                 1.1024,                 1.9258,             0.00082067,             0.00082067,             0.00082067
                    131,                 1.5471,                0.92265,                  1.556,                 0.8135,                0.38342,                0.44531,                0.20635,                 1.8132,                 1.0482,                 1.9179,             0.00081596,             0.00081596,             0.00081596
                    132,                 1.5444,                0.89234,                 1.5696,                0.83335,                0.42457,                0.47883,                0.21975,                 1.8632,                  1.038,                 1.9545,             0.00081124,             0.00081124,             0.00081124
                    133,                 1.5138,                0.90804,                 1.5099,                0.79312,                0.40884,                0.46297,                0.21493,                 1.8273,                 1.0374,                 1.9142,             0.00080653,             0.00080653,             0.00080653
                    134,                 1.5223,                 0.8556,                 1.5072,                0.78022,                0.41876,                0.47488,                0.21537,                 1.8566,                 1.0621,                 1.9232,             0.00080181,             0.00080181,             0.00080181
                    135,                 1.4862,                0.85376,                 1.4997,                0.80392,                0.45172,                0.48693,                0.21859,                 1.8806,                 1.0144,                 1.9606,              0.0007971,              0.0007971,              0.0007971
                    136,                 1.4686,                0.87265,                 1.4989,                0.77345,                0.45105,                 0.4606,                0.20685,                 1.8592,                 1.0321,                 1.9545,             0.00079238,             0.00079238,             0.00079238
                    137,                  1.508,                0.85297,                 1.5049,                0.82335,                0.41948,                0.45575,                0.20405,                  1.901,                 1.0277,                 1.9702,             0.00078766,             0.00078766,             0.00078766
                    138,                 1.5088,                0.86348,                 1.5282,                0.77108,                0.45367,                 0.4654,                0.21359,                 1.8466,                 1.0134,                 1.9437,             0.00078295,             0.00078295,             0.00078295
                    139,                 1.4812,                0.86395,                  1.505,                0.77049,                0.44966,                0.44795,                0.20402,                 1.8645,                 1.0206,                 1.9532,             0.00077823,             0.00077823,             0.00077823
                    140,                 1.4925,                0.86764,                 1.4471,                0.71995,                0.48452,                0.44822,                0.20524,                 1.8699,                 1.0462,                 1.9476,             0.00077352,             0.00077352,             0.00077352
                    141,                  1.468,                0.83314,                 1.4364,                 0.7193,                0.46512,                0.45196,                 0.2045,                 1.8796,                 1.1059,                 1.9681,              0.0007688,              0.0007688,              0.0007688
                    142,                 1.4857,                0.85151,                 1.5117,                0.78847,                0.47065,                0.49074,                0.22395,                 1.8765,                 1.0319,                 1.9657,             0.00076409,             0.00076409,             0.00076409
                    143,                 1.4835,                0.86196,                 1.5316,                0.81726,                0.42385,                0.50078,                0.23401,                 1.8343,                0.98647,                 1.9337,             0.00075937,             0.00075937,             0.00075937
                    144,                 1.4748,                0.88182,                 1.5046,                0.81392,                0.44099,                0.50376,                0.23378,                 1.8841,                 1.0366,                 1.9741,             0.00075465,             0.00075465,             0.00075465
                    145,                 1.4743,                0.84355,                 1.4537,                0.44756,                0.56678,                0.54435,                0.24662,                 1.8803,                 1.0502,                 1.9566,             0.00074994,             0.00074994,             0.00074994
                    146,                 1.4813,                0.82964,                 1.4758,                0.47697,                0.54419,                0.48162,                0.22534,                 1.8708,                 1.0779,                 1.9541,             0.00074522,             0.00074522,             0.00074522
                    147,                 1.4799,                0.86037,                 1.5344,                0.53955,                0.56244,                0.51841,                0.24014,                 1.8279,                  1.045,                 1.9319,             0.00074051,             0.00074051,             0.00074051
                    148,                 1.4597,                0.84327,                 1.4582,                0.43182,                0.55881,                0.49577,                0.22222,                 1.8138,                 1.0385,                  1.908,             0.00073579,             0.00073579,             0.00073579
                    149,                 1.4173,                0.81967,                 1.4457,                0.46145,                0.60668,                0.48408,                 0.2204,                 1.8229,                 1.0047,                  1.932,             0.00073108,             0.00073108,             0.00073108
                    150,                 1.4578,                0.84742,                  1.478,                0.80929,                 0.4357,                0.46548,                0.20335,                 1.8663,                 1.0409,                 1.9536,             0.00072636,             0.00072636,             0.00072636
                    151,                 1.4492,                0.82259,                 1.4703,                0.81404,                0.46035,                0.47399,                0.20735,                 1.8297,                 1.0221,                 1.9354,             0.00072164,             0.00072164,             0.00072164
                    152,                 1.4805,                 0.8735,                 1.5263,                0.81136,                0.45919,                0.46329,                0.20881,                 1.8635,                 1.0208,                 1.9465,             0.00071693,             0.00071693,             0.00071693
