                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     78,                 1.7723,                 1.2342,                 1.6287,                0.28301,                0.33379,                0.34135,                0.15648,                 1.9166,                 1.3802,                 1.8844,              0.0010659,              0.0010659,              0.0010659
                     79,                  1.765,                 1.2168,                 1.6018,                0.54036,                0.27114,                0.33335,                0.15433,                 1.9156,                 1.3237,                 1.8698,              0.0010612,              0.0010612,              0.0010612
                     80,                  1.767,                 1.2223,                 1.6698,                 0.6679,                0.31175,                0.33541,                0.14856,                 2.0014,                   1.39,                 1.9133,              0.0010565,              0.0010565,              0.0010565
                     81,                 1.8164,                   1.28,                 1.6486,                0.64239,                0.30255,                0.32253,                 0.1487,                 1.9337,                 1.4059,                 1.8839,              0.0010517,              0.0010517,              0.0010517
                     82,                 1.7585,                 1.2163,                 1.6123,                0.93548,                0.28262,                0.32188,                0.14447,                 1.9635,                 1.4124,                 1.9178,               0.001047,               0.001047,               0.001047
                     83,                 1.8225,                 1.2569,                 1.6284,                0.64076,                0.32459,                0.32896,                  0.153,                 1.9348,                 1.3501,                 1.8805,              0.0010423,              0.0010423,              0.0010423
                     84,                 1.7861,                 1.2432,                 1.6049,                0.58548,                0.34929,                0.33194,                0.15272,                 1.9281,                 1.3757,                  1.875,              0.0010376,              0.0010376,              0.0010376
                     85,                 1.7894,                 1.2455,                  1.663,                0.94552,                0.27907,                 0.3321,                0.15739,                  1.925,                  1.367,                 1.8727,              0.0010329,              0.0010329,              0.0010329
                     86,                 1.7732,                 1.2514,                 1.6293,                0.61415,                0.37156,                 0.3379,                0.15371,                 1.9483,                 1.3636,                 1.8786,              0.0010282,              0.0010282,              0.0010282
                     87,                 1.7464,                 1.2692,                 1.6555,                0.69353,                0.32847,                0.34577,                0.15469,                 1.9248,                 1.3305,                 1.8768,              0.0010234,              0.0010234,              0.0010234
                     88,                 1.7419,                 1.2128,                  1.592,                0.86742,                0.29669,                0.33423,                0.15249,                 1.9092,                 1.3376,                 1.8638,              0.0010187,              0.0010187,              0.0010187
                     89,                 1.7541,                 1.2435,                 1.6247,                0.66031,                0.33765,                0.34307,                0.15682,                 1.9027,                 1.3569,                 1.8679,               0.001014,               0.001014,               0.001014
                     90,                 1.7293,                 1.2137,                 1.6043,                0.65899,                0.32387,                0.34506,                0.15958,                 1.9356,                 1.3705,                 1.8837,              0.0010093,              0.0010093,              0.0010093
                     91,                 1.7563,                 1.2635,                 1.6254,                0.70652,                0.33136,                0.33628,                0.15586,                 1.9006,                 1.4086,                 1.8438,              0.0010046,              0.0010046,              0.0010046
                     92,                 1.6957,                 1.2223,                 1.6034,                 0.7367,                0.32676,                0.34171,                0.16051,                 1.9236,                 1.4061,                 1.8566,             0.00099987,             0.00099987,             0.00099987
                     93,                 1.7349,                 1.2311,                 1.6173,                0.68561,                 0.3735,                 0.3555,                0.15991,                  1.943,                 1.3331,                 1.8646,             0.00099516,             0.00099516,             0.00099516
                     94,                  1.696,                 1.1755,                 1.5659,                0.32954,                0.33124,                0.33619,                 0.1595,                 1.9736,                 1.3697,                 1.9038,             0.00099044,             0.00099044,             0.00099044
                     95,                 1.7649,                 1.2085,                 1.5836,                0.28478,                0.37048,                0.35107,                0.15947,                 1.9818,                 1.3557,                 1.8958,             0.00098572,             0.00098572,             0.00098572
                     96,                 1.7171,                 1.1342,                 1.5565,                0.76085,                0.33234,                0.35621,                0.16325,                 1.9456,                 1.3271,                 1.8728,             0.00098101,             0.00098101,             0.00098101
                     97,                 1.7474,                 1.1797,                 1.5804,                0.61336,                 0.3643,                0.33809,                0.15895,                 1.8894,                 1.3474,                 1.8254,             0.00097629,             0.00097629,             0.00097629
                     98,                  1.709,                 1.1591,                 1.5453,                0.49429,                0.32532,                0.36368,                0.16625,                 1.8586,                 1.3627,                 1.8078,             0.00097158,             0.00097158,             0.00097158
                     99,                 1.6955,                  1.178,                 1.5614,                0.38877,                0.32361,                0.35136,                0.15727,                 1.9246,                 1.4343,                 1.8329,             0.00096686,             0.00096686,             0.00096686
                    100,                  1.688,                  1.198,                 1.5771,                0.31293,                0.38657,                0.35114,                0.16999,                  1.894,                 1.2834,                 1.8188,             0.00096215,             0.00096215,             0.00096215
                    101,                 1.6927,                 1.1889,                 1.5663,                0.36124,                0.39626,                0.37089,                0.16721,                 1.9373,                 1.3033,                 1.8566,             0.00095743,             0.00095743,             0.00095743
                    102,                 1.7126,                 1.1847,                 1.5786,                0.33372,                0.37738,                0.36131,                0.16516,                 1.9486,                 1.3345,                 1.8674,             0.00095271,             0.00095271,             0.00095271
                    103,                 1.6818,                  1.168,                 1.5513,                0.65711,                0.39364,                0.36189,                0.16782,                 1.9425,                 1.2655,                 1.8636,               0.000948,               0.000948,               0.000948
                    104,                 1.6808,                 1.1798,                 1.6223,                0.65938,                0.36043,                0.36871,                0.16224,                  1.969,                 1.3039,                 1.8842,             0.00094328,             0.00094328,             0.00094328
                    105,                 1.7119,                 1.1861,                 1.5825,                0.72891,                0.38112,                0.38205,                0.16886,                 1.9118,                 1.2834,                 1.8591,             0.00093857,             0.00093857,             0.00093857
                    106,                 1.6669,                 1.1263,                 1.5404,                0.61307,                0.37084,                0.34524,                0.15785,                 1.9343,                 1.2802,                 1.8719,             0.00093385,             0.00093385,             0.00093385
                    107,                 1.6616,                 1.1156,                 1.5428,                0.73465,                0.34492,                0.36528,                0.16485,                 1.9194,                 1.2699,                 1.8355,             0.00092914,             0.00092914,             0.00092914
                    108,                 1.6577,                  1.126,                 1.5595,                0.69463,                0.34831,                0.35542,                0.16567,                 1.9348,                 1.3088,                 1.8415,             0.00092442,             0.00092442,             0.00092442
                    109,                 1.6723,                 1.1126,                 1.5608,                0.34162,                0.37882,                0.37623,                0.16575,                 1.9284,                  1.297,                 1.8467,              0.0009197,              0.0009197,              0.0009197
                    110,                 1.6798,                 1.1276,                 1.5734,                0.40185,                 0.3781,                0.38045,                 0.1736,                  1.926,                 1.2474,                 1.8372,             0.00091499,             0.00091499,             0.00091499
                    111,                 1.6778,                 1.0958,                 1.5407,                0.36797,                0.37039,                0.37929,                0.17086,                 1.9157,                 1.2528,                 1.8505,             0.00091027,             0.00091027,             0.00091027
                    112,                 1.6063,                 1.0828,                 1.5092,                  0.421,                0.32459,                 0.3548,                 0.1605,                 1.9472,                   1.29,                 1.8772,             0.00090556,             0.00090556,             0.00090556
                    113,                 1.6417,                 1.1044,                 1.5058,                0.39163,                0.36237,                0.37272,                0.16685,                  1.908,                 1.2737,                 1.8475,             0.00090084,             0.00090084,             0.00090084
                    114,                 1.6737,                  1.121,                 1.5508,                0.33586,                0.39045,                0.35978,                0.16711,                 1.9085,                 1.2394,                 1.8344,             0.00089613,             0.00089613,             0.00089613
                    115,                 1.6716,                 1.1186,                 1.5444,                0.32368,                0.36647,                0.35679,                0.15954,                  1.937,                 1.3552,                  1.857,             0.00089141,             0.00089141,             0.00089141
                    116,                  1.624,                 1.1367,                 1.5347,                0.40578,                0.33308,                0.36591,                0.16439,                 1.9469,                 1.3112,                 1.8586,             0.00088669,             0.00088669,             0.00088669
                    117,                 1.6424,                 1.1078,                 1.5265,                0.74461,                0.33144,                0.37098,                 0.1658,                 1.9303,                 1.2988,                 1.8383,             0.00088198,             0.00088198,             0.00088198
                    118,                 1.6692,                 1.1015,                 1.5252,                 0.7484,                 0.3643,                 0.3819,                0.16832,                 1.9327,                 1.2831,                 1.8436,             0.00087726,             0.00087726,             0.00087726
                    119,                  1.649,                 1.0968,                 1.5197,                0.74545,                0.36115,                0.38692,                 0.1819,                 1.9072,                 1.2473,                 1.8375,             0.00087255,             0.00087255,             0.00087255
                    120,                 1.6428,                 1.0859,                  1.502,                0.77557,                0.37251,                0.43902,                0.17549,                 1.8985,                 1.2831,                 1.8215,             0.00086783,             0.00086783,             0.00086783
                    121,                 1.6681,                 1.1047,                 1.5538,                0.67897,                0.38197,                0.38361,                0.17058,                 1.9035,                 1.2522,                  1.836,             0.00086312,             0.00086312,             0.00086312
                    122,                  1.615,                 1.0516,                 1.5009,                0.78281,                0.36306,                0.38352,                0.17633,                 1.8807,                   1.24,                 1.8165,              0.0008584,              0.0008584,              0.0008584
                    123,                 1.6062,                   1.11,                 1.5464,                0.70125,                0.37331,                0.37892,                0.17509,                 1.9169,                 1.2448,                 1.8305,             0.00085368,             0.00085368,             0.00085368
                    124,                  1.606,                 1.0689,                 1.5233,                0.69436,                0.37102,                0.36599,                0.16598,                 1.9346,                 1.2412,                 1.8612,             0.00084897,             0.00084897,             0.00084897
                    125,                 1.6355,                 1.1175,                 1.5009,                0.67998,                0.39964,                0.37038,                0.16883,                 1.9374,                 1.2338,                 1.8406,             0.00084425,             0.00084425,             0.00084425
                    126,                 1.6083,                 1.0845,                  1.499,                0.68395,                0.37318,                0.43517,                0.17862,                 1.9408,                 1.2372,                 1.8639,             0.00083954,             0.00083954,             0.00083954
                    127,                 1.6276,                   1.06,                 1.5116,                0.82743,                0.38719,                0.45934,                0.18811,                 1.9242,                 1.2095,                 1.8341,             0.00083482,             0.00083482,             0.00083482
                    128,                 1.6258,                  1.085,                 1.5077,                0.71815,                0.39669,                0.45287,                0.17793,                 1.9217,                 1.2082,                 1.8593,             0.00083011,             0.00083011,             0.00083011
                    129,                 1.6217,                 1.0453,                 1.5073,                0.70742,                 0.3847,                0.45416,                0.17959,                 1.8985,                  1.237,                 1.8039,             0.00082539,             0.00082539,             0.00082539
                    130,                 1.6094,                 1.0312,                 1.4955,                0.74221,                0.35461,                  0.451,                0.17398,                 1.9225,                 1.2535,                  1.836,             0.00082067,             0.00082067,             0.00082067
                    131,                 1.6415,                 1.0825,                 1.5198,                0.68673,                0.38501,                0.41031,                0.17724,                 1.9188,                 1.2214,                 1.8211,             0.00081596,             0.00081596,             0.00081596
                    132,                 1.5923,                 1.0574,                 1.5089,                0.76211,                0.39848,                0.43202,                0.18512,                 1.9124,                 1.2219,                 1.8332,             0.00081124,             0.00081124,             0.00081124
                    133,                 1.5879,                 1.0625,                 1.4784,                0.71913,                0.37494,                0.42024,                0.18877,                 1.9313,                 1.2359,                 1.8305,             0.00080653,             0.00080653,             0.00080653
                    134,                 1.5839,                 1.0251,                 1.4716,                0.68463,                0.40158,                 0.4482,                0.18972,                 1.9395,                  1.231,                 1.8506,             0.00080181,             0.00080181,             0.00080181
                    135,                 1.5989,                   1.03,                 1.4972,                0.68432,                0.40036,                0.42091,                0.18276,                  1.888,                 1.1832,                 1.7917,              0.0007971,              0.0007971,              0.0007971
                    136,                 1.5466,                 1.0334,                 1.4542,                 0.7054,                0.41995,                0.42112,                0.17836,                 1.9304,                 1.2121,                 1.8323,             0.00079238,             0.00079238,             0.00079238
                    137,                 1.5884,                 1.0014,                 1.4691,                0.79268,                0.37832,                0.40851,                0.18302,                 1.9164,                 1.2076,                 1.8262,             0.00078766,             0.00078766,             0.00078766
                    138,                 1.6052,                 1.0244,                 1.4949,                 0.7841,                0.35008,                0.46064,                0.18821,                 1.9197,                 1.2451,                 1.8322,             0.00078295,             0.00078295,             0.00078295
                    139,                 1.5892,                 1.0553,                 1.4881,                0.70487,                0.35727,                0.44214,                0.18601,                 1.9324,                 1.2678,                 1.8495,             0.00077823,             0.00077823,             0.00077823
                    140,                 1.5776,                 1.0292,                 1.4437,                0.70508,                0.39964,                0.41492,                0.18254,                 1.9245,                 1.2136,                 1.8437,             0.00077352,             0.00077352,             0.00077352
                    141,                 1.5495,                0.98944,                 1.4334,                0.69822,                0.39964,                0.43157,                0.19375,                 1.8698,                 1.1912,                 1.7855,              0.0007688,              0.0007688,              0.0007688
                    142,                  1.567,                 1.0343,                 1.4708,                0.73812,                0.39486,                0.48365,                0.19438,                 1.8896,                 1.2278,                 1.8118,             0.00076409,             0.00076409,             0.00076409
                    143,                 1.5545,                 1.0106,                 1.4805,                0.72978,                0.38414,                0.44461,                0.19459,                 1.8947,                 1.2148,                 1.8128,             0.00075937,             0.00075937,             0.00075937
                    144,                  1.601,                 1.0476,                 1.4962,                0.78311,                0.38117,                0.47018,                0.20632,                 1.9409,                  1.198,                  1.866,             0.00075465,             0.00075465,             0.00075465
                    145,                 1.5602,                0.98602,                 1.4348,                0.79918,                0.36624,                0.46834,                0.20343,                 1.9358,                 1.2532,                 1.8541,             0.00074994,             0.00074994,             0.00074994
                    146,                 1.5671,                  1.004,                  1.437,                0.73789,                0.40424,                0.46757,                0.20273,                 1.9386,                 1.2338,                 1.8546,             0.00074522,             0.00074522,             0.00074522
                    147,                  1.575,                 1.0489,                 1.4847,                0.71832,                0.41488,                 0.4277,                0.19305,                 1.8936,                 1.2382,                 1.8013,             0.00074051,             0.00074051,             0.00074051
                    148,                 1.5503,                 1.0088,                 1.4402,                0.69166,                0.41126,                0.43319,                0.19514,                 1.8863,                  1.194,                 1.7983,             0.00073579,             0.00073579,             0.00073579
                    149,                 1.5257,                0.99048,                 1.4237,                0.77214,                0.36653,                0.43926,                0.20013,                 1.8846,                 1.1794,                 1.7984,             0.00073108,             0.00073108,             0.00073108
                    150,                 1.5673,                 1.0285,                  1.444,                0.74551,                0.35872,                0.46937,                0.20905,                 1.9084,                 1.1858,                 1.8228,             0.00072636,             0.00072636,             0.00072636
                    151,                 1.5116,                0.97843,                  1.438,                0.73368,                0.38584,                0.45859,                0.21008,                 1.9122,                 1.1851,                 1.8268,             0.00072164,             0.00072164,             0.00072164
